ymd,session_id,tracking_id,platform,is_app,is_repeater,traffic_type,country_name,agent_id,clickouts,bookings,session_duration,entry_page,total_ctp,arrival_day,departure_day
20180410,2.01804E+18,SZPL2OXBVD,HR,0,0,2,Croatia,24,2,0,198,2100,0,20180420,20180422
20180328,2.01803E+18,LJ8C0WZA4D,AR,0,0,2,Argentina,20,0,0,48,2100,0,\N,\N
20180311,2.01803E+18,WVY926KZXC,KR,0,0,2,Japan,2,4,0,1539,2100,7,20180607,20180608
20180427,2.01804E+18,5982D9VRO5,IN,0,0,2,United States,24,0,0,0,2100,0,\N,\N
20180331,2.01803E+18,OEG6TG7NW1,UK,0,0,2,United Kingdom,2,0,0,19,2316,0,\N,\N
20180411,2.01804E+18,6RVZ0F6CJI,IN,0,0,2,India,2,0,0,100,2100,0,\N,\N
20180311,2.01803E+18,BOB2GZE4HL,AR,0,1,2,Argentina,2,1,0,97,2100,0,20180526,20180529
20180325,2.01803E+18,H87S9OU57S,UK,0,0,2,United Kingdom,16,1,0,90,2100,0,20180406,20180408
20180315,2.01803E+18,D083QN5ZZ2,IN,0,1,2,India,20,0,0,14,2100,0,\N,\N
20180301,2.01803E+18,4JKRGACUYV,US,0,0,2,United States,2,0,0,0,2100,0,\N,\N
20180411,2.01804E+18,PEWN649AJM,UK,0,1,2,United Kingdom,14,0,0,133,2100,0,\N,\N
20180426,2.01804E+18,MUN43CH7ET,FI,0,0,2,Finland,4,8,0,1879,2100,3,20180717,20180718
20180401,2.01804E+18,E1G01K7RK7,CA,0,0,2,Canada,12,1,0,1374,2100,128,20180629,20180630
20180307,2.01803E+18,88VR8LG0I2,US,0,0,2,United States,2,1,0,1144,2100,25,20180311,20180315
20180417,2.01804E+18,BWNOVPNZ6B,PH,0,0,2,Philippines,18,2,0,496,2100,177,20180424,20180425
20180323,2.01803E+18,0U7113ZJ4C,US,0,0,2,United States,20,2,0,176,2471,0,20180406,20180407
20180410,2.01804E+18,TMDW2JP0NA,AR,0,1,2,Argentina,18,1,0,209,2100,2,20180428,20180501
20180423,2.01804E+18,HR2JG15V4B,MY,0,0,2,Malaysia,20,1,0,463,2111,1,20180511,20180512
20180323,2.01803E+18,D7SBS4NY8T,IN,0,0,2,India,18,0,0,0,2142,10,\N,\N
20180320,2.01803E+18,D3P6W9T7W1,CH,0,0,2,Switzerland,28,2,0,459,2100,34,20180413,20180416
20180414,2.01804E+18,2XEPL3EKJO,DK,0,0,2,Denmark,2,7,0,2751,2113,91,20180504,20180506
20180421,2.01804E+18,T7KBILGVL7,JP,0,0,2,Japan,2,5,0,1078,2100,3,20180428,20180429
20180429,2.01804E+18,5HY7KUCPRB,AR,0,0,2,Argentina,2,2,0,4748,2315,0,20180606,20180607
20180320,2.01803E+18,J7XAA2HNRN,BE,0,0,2,Belgium,18,0,0,460,2100,40,\N,\N
20180316,2.01803E+18,TBIRJ1B1YV,US,0,0,2,United States,18,1,0,89,2100,0,20180325,20180326
20180422,2.01804E+18,58FJHLZOMV,ES,0,1,2,Spain,20,1,0,133,2100,0,20180525,20180526
20180411,2.01804E+18,E85KADQNVW,HK,0,0,2,Hong Kong,4,1,0,67,2100,0,20180421,20180422
20180303,2.01803E+18,OFV2KO0LHD,NZ,0,0,2,New Zealand,20,1,0,794,2100,10,20180310,20180311
20180402,2.01804E+18,Z94T26GOMS,US,0,0,2,United States,2,0,0,17,2471,0,\N,\N
20180301,2.01803E+18,QI3Z2E47OL,TR,0,0,2,Turkey,2,0,0,20,2100,0,\N,\N
20180422,2.01804E+18,KBSJ5JQWS9,CL,0,0,2,Argentina,20,2,0,281,2100,2,20180526,20180527
20180429,2.01804E+18,MZT13QJSRW,GR,0,0,2,Greece,4,5,0,2019,2100,1,20180819,20180825
20180322,2.01803E+18,MBLM1P8640,ES,0,1,2,Spain,20,0,0,204,2116,0,\N,\N
20180409,2.01804E+18,FA35VY0J1I,CA,0,0,2,Canada,2,0,0,7,2106,0,\N,\N
20180422,2.01804E+18,8YNCU2Q728,CO,0,1,2,Colombia,20,0,0,55,2113,0,\N,\N
20180426,2.01804E+18,CZ6KYGX45Q,KR,0,0,2,Korea  Republic of,20,0,0,170,2100,7,\N,\N
20180422,2.01804E+18,NRSHHTQ1E9,PH,0,0,2,Philippines,18,0,0,652,2111,3,\N,\N
20180318,2.01803E+18,F6VTR66J77,AR,0,0,2,Argentina,20,0,0,32,2100,0,\N,\N
20180318,2.01803E+18,G86EJ1MFG8,CA,0,0,2,Canada,20,0,0,0,2100,0,\N,\N
20180316,2.01803E+18,KDJEP751T9,CA,0,1,2,Canada,2,1,0,77,2100,0,20180330,20180402
20180319,2.01803E+18,B8WHZ5KO7R,IL,0,0,2,Israel,12,0,0,82,2116,26,\N,\N
20180321,2.01803E+18,HMLSQDLLPF,AU,0,0,2,Australia,18,0,0,54,2100,0,\N,\N
20180326,2.01803E+18,GXO8WVNP5Y,TR,0,1,2,Turkey,2,2,0,204,2113,0,20180518,20180525
20180330,2.01803E+18,C10X556M8J,AA,0,0,2,Algeria,2,2,0,491,2100,45,20180726,20180805
20180413,2.01804E+18,GAM95ILBNL,MY,0,0,2,Malaysia,12,4,0,285,2100,13,20180901,20180905
20180318,2.01803E+18,14TMVJHNOM,US,0,0,2,United States,20,1,0,138,2100,0,20180325,20180326
20180330,2.01803E+18,66O59XPE2J,BR,0,0,2,Brazil,18,7,0,562,2100,0,20180803,20180808
20180427,2.01804E+18,CC5OOC8F83,AR,0,1,10,Argentina,4,0,0,39,2116,0,\N,\N
20180318,2.01803E+18,7OS9UACFO7,US,0,0,2,United States,18,0,0,844,2100,0,\N,\N
20180417,2.01804E+18,W54FHOPAHX,SG,0,0,2,Singapore,18,2,0,423,2100,57,20180920,20180924
20180312,2.01803E+18,XCIXC6Q7H7,RU,0,0,2,Turkey,2,3,0,231,2365,0,20180313,20180315
20180428,2.01804E+18,VII0U41ZFQ,KR,0,1,2,Korea  Republic of,20,2,0,3536,2100,0,20181226,20181227
20180408,2.01804E+18,UBT7VJ939K,AU,0,1,2,Australia,18,0,0,0,2113,0,\N,\N
20180415,2.01804E+18,RC4S587J7R,ID,0,1,2,Indonesia,4,7,0,1516,2100,143,20180415,20180416
20180328,2.01803E+18,1234SV8T3N,MY,0,0,2,Malaysia,2,0,0,0,2100,0,\N,\N
20180417,2.01804E+18,4DUOXKSAND,IN,0,0,2,India,20,0,0,192,2119,0,\N,\N
20180402,2.01804E+18,L5EL5Y65PB,FR,0,0,2,France,2,0,0,38,2142,19,\N,\N
20180312,2.01803E+18,NG0AD8HAR8,US,0,1,2,United States,16,0,0,6,2106,0,\N,\N
20180405,2.01804E+18,ORLLJ67OGG,NL,0,1,2,Netherlands,20,0,0,140,2100,30,\N,\N
20180328,2.01803E+18,8X4EYZRIBK,US,0,0,2,Venezuela,20,7,0,1890,2471,168,20180710,20180718
20180415,2.01804E+18,KWO9PNNQKK,US,0,1,2,United States,18,0,0,0,2100,0,\N,\N
20180406,2.01804E+18,FV0551UWNJ,JP,0,0,2,Japan,18,0,0,500,2100,4,\N,\N
20180312,2.01803E+18,D4TXPJQVMX,IT,0,1,2,Italy,20,0,0,24,2111,0,\N,\N
20180402,2.01804E+18,3HT98UGK6B,UK,0,0,2,United Kingdom,16,1,0,112,2100,0,20181103,20181110
20180418,2.01804E+18,GZ375BWXJX,UK,0,0,2,United States,14,0,0,219,2100,0,\N,\N
20180301,2.01803E+18,C89X9X6E41,RU,0,0,2,Russian Federation,2,2,0,457,2100,0,20180429,20180502
20180312,2.01803E+18,UK2XMJVOB2,NL,0,1,2,Netherlands,2,1,0,123,2116,0,20180401,20180402
20180330,2.01803E+18,4GF12QJUJZ,US,0,0,2,United States,20,0,0,45,2106,0,\N,\N
20180402,2.01804E+18,F8FKY9QIM3,US,0,0,2,United States,2,0,0,31,2471,0,\N,\N
20180419,2.01804E+18,BI23BVHFT3,MX,0,1,2,Mexico,20,0,0,2585,2113,0,\N,\N
20180308,2.01803E+18,811P17KTVB,US,0,0,2,Italy,2,0,0,499,2100,0,\N,\N
20180418,2.01804E+18,0DMDWUFPXK,FI,0,0,2,Finland,14,3,1,2543,2100,48,20181116,20181118
20180306,2.01803E+18,KAG9GA6AP9,NO,0,0,2,Norway,20,0,0,2988,2226,1,\N,\N
20180316,2.01803E+18,55QOZXH55P,CA,0,0,2,Canada,16,1,0,369,2321,22,20180525,20180528
20180418,2.01804E+18,2NE4I8U3E4,MX,0,0,2,Mexico,20,1,0,612,2100,1,20180525,20180526
20180307,2.01803E+18,O44MPNTCQP,JP,0,1,2,Japan,14,2,0,61,2100,0,20180308,20180309
20180323,2.01803E+18,2EOGW8R4T0,IN,0,1,2,India,20,0,0,134,2100,1,\N,\N
20180314,2.01803E+18,D9IWFYTO2R,CZ,0,1,2,Czech Republic,18,0,0,56,2113,0,\N,\N
20180417,2.01804E+18,8C0BRZX6LO,DK,0,1,2,Denmark,20,0,0,6,2116,0,\N,\N
20180407,2.01804E+18,1BDOW3LPG4,US,0,1,2,United States,18,0,0,0,2100,0,\N,\N
20180306,2.01803E+18,PPSG1WXQG4,BE,0,0,2,Belgium,4,0,0,4050,2100,15,\N,\N
20180409,2.01804E+18,T2180E1SHE,MY,0,1,2,Malaysia,18,0,0,17,2116,0,\N,\N
20180321,2.01803E+18,WAPLAUS698,ES,0,1,2,Spain,2,2,0,204,2100,3,20180407,20180408
20180327,2.01803E+18,66P9WDDOG4,DE,0,0,2,Germany,12,1,0,9,2252,0,20180409,20180411
20180313,2.01803E+18,4JISVI9R55,UK,0,0,2,United Kingdom,18,0,0,26,2100,0,\N,\N
20180321,2.01803E+18,FMNF1IMOZS,HK,0,0,2,Hong Kong,16,0,0,307,2100,0,\N,\N
20180402,2.01804E+18,02R6SVY6O1,AA,0,1,2,Egypt,20,0,0,39,2113,0,\N,\N
20180308,2.01803E+18,15FY4ZS2UX,CA,0,0,2,Canada,20,0,0,0,2317,0,\N,\N
20180319,2.01803E+18,NSJ2WBZEXI,IT,0,0,10,Italy,18,5,0,568,2116,4,20180325,20180326
20180422,2.01804E+18,G0N0S5ZOTR,PT,0,0,2,Portugal,16,0,0,175,2100,41,\N,\N
20180403,2.01804E+18,YRGKY10BWA,IN,0,0,2,India,20,1,0,131,2113,0,20180409,20180411
20180412,2.01804E+18,TVDSO7484M,ID,0,0,2,Indonesia,20,0,0,0,2100,0,\N,\N
20180314,2.01803E+18,H06PDXJY7G,DE,0,1,2,Australia,22,1,1,67,2100,1,20180417,20180418
20180328,2.01803E+18,KXSS62P4DH,US,0,0,2,United States,2,0,0,11,2471,0,\N,\N
20180315,2.01803E+18,1GHYVBE120,BR,0,1,2,Brazil,18,1,0,341,2100,64,20180609,20180610
20180302,2.01803E+18,K81AJM0KR5,PL,0,0,2,Poland,2,0,0,14,2316,0,\N,\N
20180302,2.01803E+18,V8GE9GE8NZ,BR,0,0,2,Brazil,2,3,0,557,2100,5,20180312,20180315
20180427,2.01804E+18,B3JNA5KBPM,SE,0,0,2,Sweden,28,0,0,46,2226,4,\N,\N
20180412,2.01804E+18,2QE0XBT0M9,ID,0,0,2,Indonesia,20,0,0,30,2100,0,\N,\N
20180420,2.01804E+18,G0ELPJ12LC,ES,0,0,2,Spain,20,1,0,59,2100,0,20180511,20180515
20180325,2.01803E+18,U32MO4YC5C,IN,0,0,2,India,20,0,0,78,2100,0,\N,\N
20180319,2.01803E+18,1SQ9MFJ2QO,BR,0,0,2,Brazil,2,0,0,35,2100,0,\N,\N
20180413,2.01804E+18,CF0E47ZWR9,MX,0,0,2,Mexico,20,2,0,103,2100,0,20180414,20180415
20180331,2.01803E+18,F2JV6NM598,US,0,0,2,United States,20,1,0,1716,2106,49,20180429,20180430
20180323,2.01803E+18,XZ42XBAC4W,FR,0,1,2,France,4,3,0,453,2100,0,20180811,20180818
20180309,2.01803E+18,GGNS0X3K6P,US,0,0,2,United States,20,1,0,72,2100,0,20180313,20180314
20180426,2.01804E+18,8QEQHAL1RL,BR,0,1,2,Brazil,20,1,0,50,2100,0,20180509,20180510
20180325,2.01803E+18,NI4XS44JDQ,DE,0,0,2,Ireland,4,4,0,2455,2100,0,20180327,20180329
20180427,2.01804E+18,9B2DYMIWNE,BR,0,0,2,Brazil,2,4,0,791,2100,0,20180428,20180430
20180304,2.01803E+18,VQI88CAFH2,BR,0,1,2,Brazil,20,0,0,161,2100,47,\N,\N
20180411,2.01804E+18,0KLHDZL49N,MX,0,0,10,Mexico,20,1,0,340,2116,0,20180426,20180427
20180411,2.01804E+18,JX77BHX95Z,CO,0,0,2,Colombia,2,1,0,1617,2100,13,20180412,20180416
20180313,2.01803E+18,10CQCR0QVG,ES,0,1,2,Spain,20,0,0,141,2100,0,\N,\N
20180319,2.01803E+18,Y56V6KVWVK,MY,0,0,2,Malaysia,2,0,0,343,2100,44,\N,\N
20180330,2.01803E+18,P8JUOIYQ03,DK,0,0,2,United Kingdom,4,2,0,869,2100,0,20180402,20180403
20180415,2.01804E+18,H427QK9YHS,IN,0,0,2,India,4,0,0,2271,2100,57,\N,\N
20180423,2.01804E+18,5Q58QHZEXC,IN,0,1,2,India,2,1,0,260,2100,0,20180424,20180426
20180323,2.01803E+18,227O11U2U7,DE,0,1,2,Germany,12,0,0,18,2100,0,\N,\N
20180317,2.01803E+18,2ASGL09PEO,US,0,0,2,United States,2,0,0,510,2100,0,\N,\N
20180330,2.01803E+18,Q4P84123PE,DE,0,1,2,Germany,4,1,0,93,2100,0,20180401,20180402
20180418,2.01804E+18,BNTAN30NP6,JP,0,0,2,Japan,16,3,0,3725,2115,0,20180530,20180531
20180327,2.01803E+18,PGRKV0O7Z0,IT,0,0,2,Italy,2,0,0,68,2100,0,\N,\N
20180412,2.01804E+18,MT77US90X3,UK,0,1,10,United Kingdom,20,0,0,160,2116,0,\N,\N
20180420,2.01804E+18,D65RPWD1H1,CA,0,0,2,Canada,20,0,0,287,2100,0,\N,\N
20180326,2.01803E+18,X5JOIRNT7K,AA,0,0,2,Jordan,4,0,0,24,2460,0,\N,\N
20180307,2.01803E+18,2QBLM2KN4G,TR,0,0,2,Turkey,20,5,0,1283,2100,0,20180709,20180714
20180424,2.01804E+18,ASSM623KB9,MX,0,1,2,Mexico,14,0,0,14,2100,0,\N,\N
20180416,2.01804E+18,KI9FBVKMK4,IT,0,1,2,Italy,2,0,0,2184,2100,0,\N,\N
20180314,2.01803E+18,3P4RU44BO8,CH,0,1,2,Switzerland,2,0,0,30,2114,0,\N,\N
20180416,2.01804E+18,I21GY7OAZX,CA,0,1,2,Canada,18,0,0,3,2116,0,\N,\N
20180328,2.01803E+18,5L8Q9ZDXZ4,CA,0,0,2,United States,2,0,0,10,2142,1,\N,\N
20180421,2.01804E+18,CN321BB001,UK,0,0,2,United Kingdom,2,3,0,995,2100,0,20180428,20180429
20180323,2.01803E+18,J3NT4Q2XW6,MX,0,0,2,Jamaica,14,0,0,92,2100,0,\N,\N
20180402,2.01804E+18,GDYNI4RENK,PT,0,0,2,Portugal,20,0,0,645,2100,59,\N,\N
20180311,2.01803E+18,M46PVC5YWQ,SG,0,0,2,Singapore,2,3,0,207,2156,1,20180613,20180617
20180320,2.01803E+18,71QO4BMHWZ,US,0,0,2,United States,12,1,0,2316,2100,0,20180511,20180516
20180409,2.01804E+18,T52U4UKRJW,US,0,1,2,United States,20,2,1,223,2100,0,20180413,20180414
20180329,2.01803E+18,6VYMFERIVD,BR,0,1,2,Brazil,20,1,0,217,2100,1,20180410,20180413
20180310,2.01803E+18,J7WYY81SUY,IT,0,1,2,Italy,2,0,0,330,2100,0,\N,\N
20180416,2.01804E+18,LT3MEIZVZV,VN,0,0,2,Vietnam,16,0,0,349,2391,8,\N,\N
20180417,2.01804E+18,FJ1A79X56I,BR,0,1,2,Brazil,20,0,0,70,2100,0,\N,\N
20180421,2.01804E+18,MTBUWTULQS,TR,0,1,2,Turkey,18,3,0,647,2100,0,20180710,20180716
20180305,2.01803E+18,OR0RA4MA4J,SE,0,0,2,Sweden,20,0,0,235,2100,3,\N,\N
20180411,2.01804E+18,6S8E299A2G,US,0,1,2,United States,16,0,0,5,2106,1,\N,\N
20180415,2.01804E+18,SJK90JH366,TR,0,0,2,Turkey,18,1,0,211,2100,4,20180415,20180416
20180420,2.01804E+18,XP0QXWSG9E,US,0,1,2,Bangladesh,20,0,0,0,2374,0,\N,\N
20180420,2.01804E+18,1PRB0GWY3K,DE,0,0,2,Thailand,16,0,0,110,2365,0,\N,\N
20180330,2.01803E+18,HLJZTW132B,SG,0,0,2,India,20,0,0,1878,2317,0,\N,\N
20180311,2.01803E+18,D4ATGTF6Y4,BR,0,0,10,Brazil,20,0,0,148,2116,1,\N,\N
20180313,2.01803E+18,UA8W2WDFJM,IT,0,0,2,Netherlands,14,3,0,3411,2100,0,20180504,20180507
20180417,2.01804E+18,G3JKF7VCD3,AR,0,1,2,Argentina,18,1,0,204,2100,1,20180817,20180820
20180307,2.01803E+18,MAIEV4QYY3,MX,0,0,2,Mexico,2,0,0,2618,2316,0,\N,\N
20180306,2.01803E+18,PGZWFPA333,BR,0,1,2,Brazil,20,0,0,4,2100,0,\N,\N
20180306,2.01803E+18,20XDIAPS9I,EC,0,0,2,Ecuador,20,0,0,14,2317,0,\N,\N
20180318,2.01803E+18,UPV3AYG3D8,DE,0,0,2,Germany,28,4,0,3550,2100,0,20180627,20180630
20180412,2.01804E+18,Q3GYCQCTCC,US,0,0,2,United States,28,0,0,125,2114,0,\N,\N
20180410,2.01804E+18,R10FLGD0E4,UK,0,0,2,United Kingdom,20,1,0,75,2116,13,20180415,20180416
20180406,2.01804E+18,SB3LIPPPA6,CA,0,0,2,Canada,28,1,0,998,2252,0,20180915,20180920
20180423,2.01804E+18,NK6LSZBHCY,FI,0,0,2,Finland,2,0,0,6,2100,0,\N,\N
20180304,2.01803E+18,GEY8N8KKN5,TW,0,0,2,Taiwan,2,2,0,337,2100,3,20180611,20180616
20180426,2.01804E+18,BWZ0U6CNMH,US,0,0,2,United States,20,0,0,45,2100,0,\N,\N
20180423,2.01804E+18,54Q58NNR4P,MX,0,1,2,Mexico,20,1,0,3106,2100,211,20180523,20180525
20180427,2.01804E+18,6EVS2483B2,IT,0,0,2,Italy,20,6,0,826,2317,0,20180516,20180517
20180411,2.01804E+18,46WKWLFQZQ,IT,0,0,2,Italy,20,2,0,178,2100,2,20180504,20180505
20180404,2.01804E+18,K6B0GL6H5U,BR,0,1,2,Brazil,2,0,0,430,2100,0,\N,\N
20180414,2.01804E+18,QF49FFQ5CH,FR,0,0,2,France,2,0,0,130,2116,0,\N,\N
20180413,2.01804E+18,5CH8WCQREU,BR,0,1,2,Brazil,14,0,0,52,2100,1,\N,\N
20180315,2.01803E+18,86QP52KSU0,FR,0,1,2,France,2,5,0,568,2100,0,20180504,20180506
20180402,2.01804E+18,LLFNHME7DQ,FR,0,0,2,France,2,1,0,136,2100,2,20180501,20180502
20180404,2.01804E+18,7TSDUNLWWN,US,0,0,2,United States,18,0,0,311,2100,0,\N,\N
20180301,2.01803E+18,F9ZR422P29,HK,0,0,2,Hong Kong,20,0,0,0,2317,0,\N,\N
20180417,2.01804E+18,QRWJUCIPMB,DE,0,0,2,Germany,20,0,0,0,2460,0,\N,\N
20180402,2.01804E+18,TEF9EEM551,BR,0,1,2,Brazil,18,1,0,1172,2100,187,20180505,20180513
20180416,2.01804E+18,SQV7R2LKB9,MY,0,0,2,Malaysia,18,4,0,4274,2100,0,20180423,20180424
20180320,2.01803E+18,6N9VISKOO7,CO,0,1,2,Colombia,2,10,0,1700,2100,18,20180616,20180620
20180414,2.01804E+18,JO9EUJVTUR,IT,0,0,10,Italy,2,0,0,15,2116,0,\N,\N
20180407,2.01804E+18,KJD9IS1F64,BR,0,1,2,Brazil,20,1,0,415,2100,1,20180409,20180412
20180312,2.01803E+18,MJWX3DX74F,HK,0,0,2,Hong Kong,14,7,0,1782,2100,1,20180507,20180509
20180302,2.01803E+18,UT0B088ZF6,MX,0,0,2,Mexico,20,0,0,237,2100,65,\N,\N
20180327,2.01803E+18,483FGJKIQE,IN,0,0,2,Germany,2,0,0,35,2100,0,\N,\N
20180414,2.01804E+18,8T7QA64ZU7,BR,0,1,10,Brazil,20,0,0,245,2116,0,\N,\N
20180321,2.01803E+18,PT0CB8HR61,GR,0,1,2,Greece,26,0,0,19,2116,0,\N,\N
20180418,2.01804E+18,9BZ2VJ0I02,KR,0,0,2,Korea  Republic of,12,0,0,180,2100,0,\N,\N
20180425,2.01804E+18,CJCHJ2R366,IT,0,1,2,Italy,20,0,0,111,2100,2,\N,\N
20180428,2.01804E+18,GHLK92ZHCN,US,0,0,2,United States,16,0,0,89,2106,0,\N,\N
20180310,2.01803E+18,79A1RBUK2E,US,0,0,2,United States,16,0,0,10,2114,0,\N,\N
20180401,2.01804E+18,W00ORMMDUE,AR,0,0,10,Argentina,20,0,0,25,2116,0,\N,\N
20180425,2.01804E+18,6E057E8A5H,UK,0,0,2,United Kingdom,12,0,0,278,2113,15,\N,\N
20180421,2.01804E+18,UASGNLXO6A,US,0,0,2,United States,20,0,0,76,2100,0,\N,\N
20180312,2.01803E+18,UFK116AGQ1,HK,0,0,2,Hong Kong,2,0,0,61,2100,0,\N,\N
20180411,2.01804E+18,YNRIHQYQRQ,PL,0,0,2,Poland,2,0,0,1994,2100,0,\N,\N
20180412,2.01804E+18,S454Z88V9S,MX,0,1,2,Mexico,20,0,0,146,2100,31,\N,\N
20180412,2.01804E+18,WD992VJRLR,IE,0,1,2,Ireland,26,13,0,1816,2100,0,20180726,20180802
20180413,2.01804E+18,672KS2LZ23,CZ,0,0,2,Czech Republic,12,2,0,158,2100,0,20180505,20180507
20180311,2.01803E+18,J3CJN8GCG2,CA,0,0,2,Canada,20,5,0,1003,2100,14,20180818,20180819
20180411,2.01804E+18,54G3PT21X3,US,0,0,2,United States,4,0,0,16,2113,0,\N,\N
20180308,2.01803E+18,O9J72ZKL9X,MY,0,1,2,Malaysia,18,0,0,3,2100,0,\N,\N
20180411,2.01804E+18,WOEVZ0I5KN,BR,0,0,2,Brazil,20,0,0,0,2226,0,\N,\N
20180331,2.01803E+18,CAB94GMO0W,US,0,0,2,Brazil,20,0,0,7,2100,0,\N,\N
20180313,2.01803E+18,5VTDU9XIXM,US,0,0,2,United States,26,0,0,31,2317,0,\N,\N
20180420,2.01804E+18,R4BMSB7KT7,IN,0,0,2,India,20,0,0,0,2106,0,\N,\N
20180427,2.01804E+18,OG8620JQH7,CZ,0,1,2,Czech Republic,20,0,0,8,2113,0,\N,\N
20180306,2.01803E+18,GDLXEMJOZ5,US,0,0,2,United States,2,0,0,119,2100,0,\N,\N
20180308,2.01803E+18,AUGL48YX75,CH,0,0,2,Switzerland,4,1,0,304,2100,1,20180314,20180315
20180317,2.01803E+18,4RQRUFHQFG,DK,0,0,2,Denmark,2,0,0,99,2100,0,\N,\N
20180308,2.01803E+18,CHJ0GH41ZI,US,0,0,2,United States,28,0,0,3712,2100,75,\N,\N
20180409,2.01804E+18,40TKYEL1QI,US,0,1,2,United States,12,0,0,6,2100,0,\N,\N
20180402,2.01804E+18,AVIAIHXK4R,US,0,0,2,United States,2,0,0,58,2471,0,\N,\N
20180416,2.01804E+18,M40I07CQ2F,BR,0,1,2,Brazil,2,0,0,5247,2100,0,\N,\N
20180415,2.01804E+18,79SILBO2WG,ES,0,0,2,Spain,2,4,0,2222,2100,0,20180801,20180803
20180314,2.01803E+18,EMBBXY98J3,IT,0,0,2,Italy,2,4,0,871,2100,4,20180314,20180315
20180401,2.01804E+18,Y3LW3TP9QA,PT,0,1,2,Portugal,20,3,0,667,2100,0,20180420,20180422
20180415,2.01804E+18,47VUO4PP6C,IN,0,0,2,India,20,6,0,514,2100,2,20180505,20180506
20180305,2.01803E+18,45A1A00MLF,US,0,1,2,United States,12,1,0,149,2100,0,20180421,20180425
20180328,2.01803E+18,F7H2P1OA0U,US,0,0,2,United States,18,1,0,261,2100,0,20180525,20180527
20180303,2.01803E+18,3ZLJ60ODRA,RU,0,0,2,Russian Federation,2,13,0,2362,2100,12,20180727,20180803
20180308,2.01803E+18,3B00649NYD,AU,0,0,2,Australia,18,4,0,153,2100,16,20180420,20180422
20180310,2.01803E+18,U82TY6EI5E,DE,0,0,2,Germany,20,1,0,165,2100,0,20180331,20180401
20180420,2.01804E+18,VPF2R9G2P1,DK,0,1,2,Denmark,18,8,0,1533,2100,8,20180601,20180605
20180313,2.01803E+18,AXJYJC10HI,AU,0,1,2,\N,18,0,0,5,2106,0,\N,\N
20180412,2.01804E+18,S41G1UIV71,US,0,1,2,Costa Rica,2,0,0,10,2115,0,\N,\N
20180315,2.01803E+18,Y8O223EIBX,US,0,0,2,United States,18,1,0,396,2100,0,20180621,20180624
20180401,2.01804E+18,ZQY0A4UNI5,BR,0,1,2,Brazil,2,1,0,2912,2100,25,20180717,20180720
20180321,2.01803E+18,B9UJL2FHNQ,UK,0,1,2,United Kingdom,20,0,0,638,2100,13,\N,\N
20180418,2.01804E+18,EXNDH3PT00,US,0,0,2,United States,2,0,0,47,2100,0,\N,\N
20180318,2.01803E+18,A75KPI4K9X,BR,0,0,2,Brazil,20,1,0,216,2100,4,20180324,20180325
20180331,2.01803E+18,89VOC87AO4,IE,0,0,2,Ireland,20,0,0,36,2100,0,\N,\N
20180323,2.01803E+18,HFU8ZZQY97,RO,0,0,2,Romania,20,1,0,173,2100,1,20180517,20180520
